"","CONGLOMERADO","NSELUA","N_PARCELAS","SUPERFICIE_TOTAL_HECT."
"1","01745","00009",1,13
"2","01745","00010",2,4.5
"3","01745","00024",1,0.5
"4","01745","00026",1,0.25
"5","01745","00045",1,8
"6","01745","00051",2,5
"7","01745","00064",1,1.5
"8","01745","00069",3,10.25
"9","01745","00078",1,3.5
"10","01745","00110",1,5
"11","01745","00116",3,30
"12","01745","00122",2,18.9
"13","01745","00126",4,8.7
"14","01745","00132",1,7.5
